order_id,customer_id,order_date,status,amount
5449,1741,2022-03-17,completed,2084.72
4540,1894,2022-05-10,processing,3974.23
6218,1122,2023-02-20,completed,282.72
6833,1371,2023-12-11,completed,2434.99
6902,1716,2022-02-02,completed,649.08
6543,1915,2023-01-26,completed,1263.96
4130,1292,2023-09-03,completed,4167.39
6346,1645,2023-02-13,completed,2928.39
5231,1165,2022-05-27,processing,2878.39
5616,1569,2022-04-05,cancelled,4914.32
5627,1349,2023-05-19,cancelled,4777.05
6904,1864,2022-05-24,completed,0.0
4090,1036,2023-11-11,completed,2962.01
5427,1013,2022-05-17,completed,4679.31
4063,1711,2023-03-30,completed,3880.64
4169,1404,2023-09-19,cancelled,6117.1
5710,1144,2022-12-12,completed,5522.74
6723,1785,2023-10-21,processing,6052.16
5260,1020,2022-11-06,completed,518.84
6196,1484,2022-03-19,cancelled,3177.83
6471,1841,2023-04-30,completed,190.11
4834,1917,2022-02-06,processing,1532.9
6319,1598,2022-07-23,completed,3377.08
6257,1821,2023-03-06,processing,2140.53
6879,1808,2022-08-02,completed,2668.32
5742,1448,2022-07-07,completed,4133.17
6979,1534,2023-11-09,cancelled,5611.75
4231,1116,2023-08-18,completed,1379.43
4795,1935,2022-08-01,completed,222.89
6923,1135,2023-10-24,completed,6624.88
6600,1453,2022-08-30,cancelled,711.66
4889,1802,2023-06-14,completed,853.2
5338,1758,2022-08-21,cancelled,2229.87
4720,1789,2022-03-27,completed,1519.03
5912,1947,2023-06-22,cancelled,1013.46
5678,1642,2022-11-09,processing,512.19
6301,1428,2023-12-10,completed,3660.78
4317,1382,2022-01-13,completed,5402.88
6281,1786,2022-09-22,completed,4223.78
4026,1415,2023-08-28,completed,826.75
5945,1891,2022-10-10,completed,3207.75
4181,1904,2023-07-15,completed,3406.11
6440,1382,2023-08-19,completed,4142.33
5618,1238,2022-04-02,completed,1844.43
4004,1026,2023-06-14,completed,5107.49
4131,1942,2023-07-21,processing,7466.67
5869,1749,2022-01-29,cancelled,4883.88
4359,1779,2022-03-20,cancelled,8658.81
6713,1488,2022-01-24,cancelled,1553.5
4828,1151,2023-04-18,completed,269.86
6234,1653,2022-07-17,completed,3456.52
5289,1994,2023-04-30,completed,1952.22
5131,1367,2022-11-21,completed,2412.12
5755,1046,2023-05-22,processing,3738.83
6333,1254,2022-07-31,completed,1189.72
5454,1096,2023-05-14,completed,3258.72
5190,1573,2023-10-28,completed,1691.64
5041,1556,2022-10-01,completed,4614.65
4735,1003,2022-07-28,completed,2095.22
5943,1779,2023-02-13,processing,2988.65
4051,1774,2022-07-28,completed,5133.73
7000,1832,2022-10-22,completed,4835.02
4665,1545,2022-04-23,cancelled,4419.18
6044,1361,2022-04-17,processing,5052.42
4283,1222,2023-09-17,completed,3059.8
6847,1241,2022-11-24,completed,3231.76
4811,1588,2023-10-24,completed,1764.09
5982,1371,2022-11-23,completed,1983.23
6349,1708,2022-08-24,completed,3081.06
6259,1187,2022-04-04,completed,1347.02
4622,1287,2023-12-18,completed,6930.79
4814,1292,2022-05-15,completed,2475.09
5361,1025,2022-06-15,completed,8465.56
6595,1398,2023-09-03,completed,585.36
6285,1237,2023-11-15,processing,1560.4
4991,1080,2022-02-23,completed,6125.55
5459,1552,2023-04-13,completed,3132.52
6596,1601,2022-05-16,completed,4710.29
6531,1717,2022-02-04,completed,4916.06
4261,1664,2022-07-27,completed,3887.82
4756,1913,2023-12-01,completed,2853.02
4500,1337,2022-01-17,cancelled,1678.17
4535,1201,2022-01-23,completed,1268.64
6606,1771,2022-06-06,completed,3695.53
4807,1185,2022-11-27,completed,1564.52
6649,1013,2023-02-18,completed,1013.92
5768,1524,2022-04-07,completed,2575.75
6397,1373,2023-02-26,completed,243.94
5099,1115,2022-07-06,completed,939.96
4215,1666,2022-03-14,completed,10844.8
6714,1880,2023-11-01,completed,183.8
6849,1604,2022-02-23,processing,5476.56
4861,1091,2022-05-24,processing,6287.7
5159,1685,2022-11-16,completed,1697.47
4337,1705,2022-08-21,completed,2909.93
6272,1459,2023-03-06,processing,784.89
6158,1722,2022-01-08,cancelled,3834.86
5130,1125,2022-06-16,completed,2228.9
5847,1728,2023-08-12,Processing,1013.46
4398,1403,2023-01-22,processing,1949.5
6711,1373,2023-06-01,completed,2279.32
4112,1022,2023-12-07,completed,2106.88
6467,1885,2023-07-06,processing,3689.45
6757,1003,2022-03-01,cancelled,2534.8
5854,1323,2022-07-10,completed,154.34
4832,1750,2023-03-09,completed,4108.01
4440,1447,2023-10-04,processing,3451.26
6200,1146,2023-11-12,cancelled,706.8
5009,1472,2022-03-25,cancelled,717.74
6059,1344,2023-11-11,completed,1811.52
6491,1309,2022-01-17,completed,4046.45
6522,1941,2022-08-31,processing,2386.02
6690,1222,2022-02-08,completed,2944.92
4205,1329,2022-07-25,completed,1896.71
5080,1578,2023-01-07,cancelled,2142.35
5606,1101,2023-11-20,cancelled,2137.6
5998,1459,2023-08-31,completed,4475.45
4152,1886,2022-04-21,completed,2392.73
4148,1758,2023-07-05,completed,2704.09
6594,1103,2022-06-08,processing,6680.28
4873,1492,2022-10-24,completed,1130.88
6593,1029,2023-10-10,completed,0.0
4052,1353,2023-12-24,completed,681.44
6020,1035,2022-09-12,completed,3999.74
5079,1152,2023-06-19,completed,1102.8
6744,1281,2022-03-23,completed,354.4
5579,1619,2022-03-14,completed,6499.98
6195,1833,2023-01-25,processing,1389.06
6288,1253,2023-07-20,completed,2283.42
5203,1549,2022-08-12,completed,537.99
4257,1927,2023-02-05,processing,2562.8
4103,1186,2022-07-16,completed,4043.6
5263,1936,2023-04-06,cancelled,192.24
4070,1629,2022-01-07,processing,198.12
6817,1620,2022-08-02,completed,2706.99
4036,1217,2022-06-03,completed,2851.88
5757,1656,2022-02-16,processing,6087.88
4284,1738,2022-07-18,cancelled,3941.58
4438,1833,2023-09-24,completed,1780.63
5739,1605,2023-03-26,cancelled,1845.97
5253,1954,2023-03-28,processing,8058.54
6865,1492,2023-04-22,completed,3456.14
5518,1237,2023-02-25,completed,2898.52
5458,1281,2023-06-28,completed,6532.5
5105,1745,2022-12-29,cancelled,4713.28
5392,1688,2022-11-12,completed,5963.72
6451,1853,2023-11-19,completed,3521.8
4591,1156,2023-01-20,completed,2698.6
6260,1254,2022-01-31,completed,4515.08
5663,1037,2022-12-29,completed,6207.8
5117,1935,2023-06-09,completed,2362.01
4883,1257,2022-04-28,completed,1952.22
4119,1045,2022-05-13,completed,164.6
5570,1199,2023-06-23,completed,3246.88
4195,1662,2022-05-20,completed,2655.98
4494,1668,2022-05-09,completed,9237.78
5440,1085,2022-01-09,completed,2691.03
6436,1772,2022-03-23,cancelled,5881.47
4394,1646,2023-03-31,cancelled,2242.91
6557,1261,2023-04-27,completed,2358.78
5514,1192,2022-04-22,cancelled,1881.52
5806,1063,2022-03-10,processing,3822.68
4818,1230,2022-02-18,completed,1876.22
5450,1446,2023-02-24,completed,2691.65
5940,1484,2022-10-05,completed,3467.14
5324,1921,2022-05-03,completed,2171.94
6716,1992,2023-10-16,completed,3876.22
6838,1865,2023-04-25,completed,7759.65
5348,1636,2022-12-26,cancelled,4541.98
6459,1494,2023-11-08,processing,0.0
6894,1791,2023-12-02,cancelled,2734.24
6658,1263,2023-07-02,completed,2459.0
4901,1833,2022-02-28,completed,1333.6
5456,1790,2022-01-10,cancelled,2039.92
5705,1458,2022-05-20,cancelled,1734.2
4330,1785,2023-10-06,completed,604.38
4607,1647,2023-12-25,cancelled,404.88
4836,1176,2022-07-28,completed,1542.76
4993,1979,2022-06-20,cancelled,3720.34
4674,1590,2022-02-28,completed,4768.18
6869,1439,2022-02-10,completed,4120.92
6385,1276,2022-12-20,completed,5299.62
4449,1135,2022-10-28,cancelled,2904.1
4896,1509,2023-06-04,completed,1307.44
6605,1066,2022-11-12,completed,132.98
5240,1432,2023-03-04,completed,5978.51
4850,1296,2022-04-23,completed,4430.85
5305,1156,2022-04-15,processing,2218.96
5089,1373,2023-11-12,completed,4658.99
4593,1664,2022-10-23,completed,1202.8
6943,1784,2023-01-26,completed,0.0
5560,1418,2022-11-01,completed,1889.02
5568,1690,2023-12-06,completed,190.11
4570,1655,2023-12-13,cancelled,3659.34
6806,1044,2023-10-02,cancelled,1086.75
6014,1581,2023-03-20,completed,2723.91
4582,1836,2022-12-01,completed,4194.97
4219,1613,2022-04-22,cancelled,5472.35
6628,1996,2023-03-10,processing,4573.18
4847,1763,2022-04-02,completed,5444.32
6202,1691,2022-07-07,completed,991.42
4830,1272,2022-05-02,processing,1724.45
4630,1893,2022-08-18,processing,4778.35
5133,1008,2023-01-25,completed,3614.66
4147,1313,2023-04-06,completed,975.76
5527,1643,2023-08-09,completed,1590.96
4368,1607,2022-03-28,cancelled,127.36
6050,1824,2022-06-20,completed,4685.44
4312,1750,2023-05-06,completed,2147.22
4345,1782,2022-01-15,processing,925.09
5855,1762,2023-01-07,completed,2346.16
4632,1759,2023-08-30,completed,2024.58
5528,1751,2022-07-03,completed,1767.78
6754,1161,2023-05-28,completed,2588.22
5050,1384,2023-08-11,completed,652.97
6108,1647,2022-07-28,completed,1116.55
6604,1522,2023-07-05,completed,723.9
6574,1681,2023-04-16,canceled,5201.91
5485,1757,2022-11-04,completed,1480.0
5699,1356,2022-06-16,completed,5587.6
4140,1586,2022-02-20,processing,3593.76
6392,1283,2022-08-06,completed,2140.53
5728,1993,2022-02-18,completed,2681.15
6481,1831,2023-02-04,completed,931.5
6183,1262,2023-08-12,completed,1295.34
6117,1952,2023-04-29,completed,1674.59
4019,1257,2022-04-11,completed,3402.08
4378,1327,2022-03-07,cancelled,1888.88
4699,1381,2022-09-01,cancelled,3491.25
6820,1169,2022-11-24,completed,4078.67
6292,1446,2023-01-14,completed,5722.46
4443,1584,2023-02-06,completed,3513.12
6987,1894,2022-10-05,completed,1487.15
4388,1700,2022-09-10,completed,2671.74
6406,1192,2022-03-04,completed,2020.51
5652,1349,2023-02-19,completed,4420.32
4714,1508,2022-07-05,completed,3713.36
5280,1708,2022-12-28,completed,7603.13
5366,1684,2022-05-11,processing,388.78
6499,1993,2023-02-06,completed,1895.76
6164,1079,2022-02-05,completed,5640.15
5813,1984,2023-05-30,processing,5020.99
4304,1422,2023-08-16,completed,3840.06
6829,1537,2022-08-29,completed,2745.94
5354,1437,2022-04-23,cancelled,843.28
5751,1088,2022-11-03,processing,5859.54
4560,1378,2023-06-15,completed,1648.45
4001,1340,2023-01-05,completed,2042.96
5185,1425,2023-07-24,processing,6542.84
5434,1569,2022-08-17,completed,2403.75
6700,1325,2022-05-20,completed,2372.2
5310,1777,2022-08-27,completed,2653.18
4207,1212,2023-07-10,completed,3869.93
6121,1542,2023-10-15,completed,4793.26
6821,1549,2023-08-01,completed,1043.76
4033,1855,2022-09-27,processing,6824.27
6541,1612,2023-12-21,cancelled,2733.43
5623,1885,2023-02-10,completed,4600.31
5245,1684,2022-06-26,completed,4435.22
5475,1107,2023-06-09,completed,2874.84
5995,1071,2022-12-27,completed,4813.62
5400,1173,2022-08-13,processing,4846.42
6784,1769,2023-04-04,completed,5457.68
5785,1775,2023-03-30,completed,9948.87
4825,1480,2023-01-30,completed,5715.9
5375,1234,2022-11-17,completed,2581.47
6874,1186,2022-06-15,completed,3127.12
4643,1371,2023-08-13,completed,2551.89
5881,1914,2022-06-28,processing,4391.72
4372,1509,2023-10-13,completed,3716.53
4676,1933,2022-01-08,cancelled,6362.72
5988,1154,2022-11-11,completed,1670.32
6279,1859,2023-02-21,completed,2668.44
5938,1737,2022-10-01,completed,5244.13
4300,1401,2022-07-03,completed,465.75
6030,1956,2022-01-11,completed,5080.52
5588,1435,2023-07-29,cancelled,1833.16
6388,1178,2022-07-22,processing,3926.04
5669,1832,2023-12-11,completed,1979.61
4084,1234,2022-11-18,completed,2739.99
6087,1874,2023-07-01,cancelled,3345.85
5102,1328,2023-06-28,completed,896.65
6974,1796,2022-12-17,completed,2489.82
6188,1409,2023-04-05,cancelled,456.73
6639,1283,2023-01-23,cancelled,2139.6
4045,1899,2023-06-29,processing,2485.6
5037,1730,2022-12-10,processing,1491.86
6782,1982,2023-02-28,processing,3093.09
5039,1265,2022-07-22,processing,4411.25
5994,1193,2022-02-01,processing,3984.79
6555,1365,2022-11-23,cancelled,5172.4
5173,1102,2022-10-27,completed,302.72
6975,1853,2023-05-21,completed,820.51
4783,1423,2023-10-23,cancelled,4334.73
5525,1597,2022-08-23,processing,4611.97
4691,1724,2022-04-16,cancelled,3366.64
4399,1642,2022-08-23,completed,2803.05
5446,1975,2023-06-06,completed,1902.35
5805,1889,2023-07-23,processing,2540.99
5965,1616,2023-10-23,completed,4314.08
4603,1014,2023-05-28,cancelled,4332.24
4854,1142,2022-12-25,completed,2597.33
6753,1770,2022-02-03,completed,1838.0
5763,1043,2023-03-23,completed,7079.45
5513,1430,2023-08-05,completed,132.08
6632,1872,2026-12-22,completed,2589.39
5706,1948,2023-09-30,cancelled,2733.02
5956,1136,2023-08-15,completed,3312.48
5170,1859,2023-10-21,completed,6807.47
6898,1537,2023-01-08,completed,1784.58
5725,1501,2022-06-15,completed,7959.55
5783,1301,2023-01-21,completed,3620.26
4759,1092,2022-03-14,completed,4629.81
4168,1502,2023-12-06,completed,3832.07
4392,1483,2023-02-27,completed,3505.7
6851,1640,2023-12-01,completed,4189.86
5221,1132,2023-11-10,cancelled,609.51
6571,1849,2023-10-06,processing,1166.9
6958,1747,2023-06-18,cancelled,6285.66
4395,1322,2023-08-13,completed,1189.72
4621,1892,2023-12-17,completed,3919.85
6611,1777,2023-05-26,processing,1770.78
4251,1089,2023-09-12,completed,2283.44
4155,1701,2022-12-27,completed,3168.23
6593,1029,2023-10-10,completed,1488.15
5724,1040,2022-08-01,completed,3523.95
5306,1996,2023-01-01,completed,1582.26
4635,1110,2023-02-09,completed,7217.09
5325,1942,2023-10-14,cancelled,99.06
5636,1803,2023-07-14,completed,410.64
5156,1163,2022-04-13,cancelled,1808.8
5457,1108,2023-05-10,processing,2930.49
5163,1483,2022-08-26,cancelled,4752.64
4885,1387,2022-05-17,cancelled,4487.87
6647,1647,2023-06-22,completed,3253.16
6957,1458,2023-12-15,processing,3680.45
4299,1482,2023-12-28,processing,4423.18
5467,1970,2023-05-07,completed,833.5
4521,1573,2022-02-23,completed,4244.46
6648,1668,2022-01-03,completed,3456.33
4474,1451,2023-12-07,completed,5136.76
6677,1483,2023-12-09,completed,776.25
4131,1942,2023-07-21,processing,7466.67
5551,1234,2022-11-26,completed,1337.25
4206,1280,2022-06-02,completed,2643.11
4633,1131,2022-11-17,completed,2633.9
5529,1063,2023-11-09,completed,1185.24
4445,1238,2022-03-04,processing,945.9
6669,1716,2023-12-07,cancelled,4042.81
6958,1747,2023-06-18,cancelled,6285.66
4875,1469,2022-05-04,processing,3670.25
4900,1423,2023-07-04,processing,1046.52
6983,1673,2022-08-20,cancelled,1175.4
4805,1766,2022-10-06,completed,6118.98
6426,1416,2023-02-06,completed,165.35
5016,1675,2023-10-09,completed,7733.26
6633,1502,2022-05-12,completed,2295.96
4143,1434,2023-01-10,completed,828.1
6171,1140,2023-05-18,completed,4216.61
5192,1503,2023-03-18,cancelled,1479.48
5499,1701,2023-02-09,completed,559.01
5065,1998,2023-03-05,completed,968.3
6414,1840,2023-07-06,completed,3672.18
4547,1526,2023-07-14,cancelled,443.16
4444,1755,2023-08-16,processing,6604.59
4198,9001,2022-02-01,completed,8050.98
6145,1536,2023-02-05,processing,932.1
5536,1303,2023-01-20,processing,5108.69
5355,1256,2022-01-06,completed,3043.84
4374,1668,2022-11-06,processing,3115.04
4719,1022,2022-04-23,completed,666.8
4067,1224,2023-08-11,completed,1508.92
4287,1928,2022-06-24,processing,6440.93
4763,1874,2022-04-18,completed,0.0
5226,1248,2023-03-23,processing,4467.03
4043,1236,2023-01-23,completed,895.95
4637,1317,2023-05-30,cancelled,1107.9
4959,1935,2022-02-25,completed,1959.58
5274,1651,2023-08-30,completed,6595.96
4784,1315,2023-03-01,cancelled,2108.07
6640,1300,2023-08-18,completed,1025.95
4549,1257,2022-11-06,cancelled,2533.54
6662,1178,2022-09-28,processing,2690.91
4882,1746,2023-01-29,completed,731.7
4838,1171,2022-07-11,completed,1865.13
6742,1822,2022-01-10,processing,1978.29
6380,1675,2023-02-02,processing,655.3
4695,1276,2023-01-08,completed,2459.5
6242,1994,2022-11-09,cancelled,2281.0
6199,1148,2022-04-06,cancelled,4188.39
4107,1649,2023-03-21,completed,1487.15
5319,1738,2022-12-02,completed,4801.44
5107,1302,2023-01-18,completed,2263.49
6334,1367,2022-03-10,completed,1851.05
5885,1734,2022-08-12,cancelled,2323.95
5094,1489,2023-04-21,completed,4687.7
6648,1668,2022-01-03,completed,3456.33
4208,1914,2022-12-13,processing,3853.59
4090,1036,2023-11-11,completed,2962.01
4184,1331,2023-01-13,completed,320.6
5259,1033,2022-05-14,processing,1543.4
4749,1612,2022-01-12,completed,787.14
5745,1646,2023-11-08,cancelled,5314.55
4435,1350,2022-07-11,completed,3527.48
6556,1970,2023-02-13,completed,2077.89
6206,1596,2022-04-04,completed,4457.54
4248,1852,2022-03-11,completed,3813.85
6808,1037,2022-04-04,processing,-1481.35
4328,1060,2022-05-30,completed,3381.93
5810,1261,2022-09-18,cancelled,2245.83
4520,1626,2023-10-04,completed,155.25
6799,1576,2023-01-15,completed,1530.38
5206,1172,2022-04-13,completed,1868.22
6505,1861,2022-05-23,completed,2638.66
5378,1210,2023-04-19,processing,4403.66
4523,1337,2023-08-25,completed,155.25
6104,1910,2023-09-03,completed,3214.5
4670,1731,2022-06-09,cancelled,2760.04
6944,1867,2023-06-22,completed,2168.55
4304,9999,2023-08-16,completed,3840.06
6864,1580,2023-07-03,completed,2311.76
6836,1726,2022-06-05,completed,2664.0
6305,1704,2023-06-22,processing,2494.09
4784,1315,2023-03-01,cancelled,0.0
5045,1583,2023-04-15,completed,626.64
4553,1215,2023-03-26,completed,5768.18
4042,1814,2023-08-20,completed,4783.84
4246,1792,2023-11-23,cancelled,1327.28
6525,1218,2022-11-01,completed,2014.6
6240,1071,2022-12-26,completed,3130.06
5149,1947,2022-12-12,completed,3267.45
4787,1413,2022-11-22,processing,844.11
4291,1973,2022-08-12,completed,3261.42
5216,1585,2023-10-18,processing,1936.62
6149,1324,2022-06-01,processing,3215.28
4485,1515,2022-01-20,Completed,6796.08
5937,1080,2022-03-22,cancelled,3624.59
6542,1304,2022-08-10,completed,0.0
6520,1191,2023-07-29,completed,6132.9
5731,1210,2022-05-04,processing,975.76
4048,1489,2022-08-27,completed,3213.99
4094,1835,2022-05-20,completed,2756.62
5103,1950,2023-09-17,completed,2951.62
4527,1317,2023-09-10,completed,2344.77
5429,1272,2023-05-10,completed,2441.14
5817,1180,2022-10-02,completed,1792.28
4167,1783,2022-01-16,completed,4606.44
6686,1174,2022-12-25,processing,746.55
5905,1707,2023-04-27,completed,2589.3
4420,1605,2022-04-19,completed,3276.0
5730,1187,2022-12-24,processing,5204.59
5408,1867,2022-05-16,completed,6581.42
5958,1835,2022-06-06,completed,2656.59
5530,1744,2022-07-29,completed,3941.29
5534,1906,2023-11-25,processing,5917.89
5722,1694,2022-12-23,completed,1699.11
4851,1681,2022-06-16,completed,2130.88
5795,1610,2023-01-02,completed,886.32
5649,1472,2023-08-31,completed,2053.4
5504,1972,2022-10-08,completed,210.24
6711,1373,2023-06-01,completed,-487.23
6035,1735,2022-06-16,completed,457.56
6632,1872,2023-02-09,completed,2589.39
6128,1557,2023-05-02,completed,1710.99
5858,1817,2023-08-05,processing,6744.72
6290,1510,2023-06-03,completed,2535.88
5585,1370,2023-02-04,completed,4094.48
6925,1279,2022-01-09,processing,2210.17
4352,1184,2022-01-14,cancelled,3521.17
6179,1884,2022-08-27,completed,5128.35
6917,1522,2022-04-25,completed,2104.0
4446,1324,2023-07-21,completed,2760.37
4647,1377,2022-01-12,completed,621.4
5992,1472,2022-12-14,cancelled,6728.31
4087,1407,2022-04-16,completed,297.18
6585,1122,2023-04-07,processing,3938.04
4816,1098,2023-03-02,cancelled,1551.12
6253,1810,2023-10-15,completed,5095.74
4769,1415,2022-03-25,completed,6026.82
4397,1847,2022-12-02,completed,2977.25
6051,1074,2023-09-19,completed,2549.09
5229,1401,2023-01-25,completed,1695.06
4364,1676,2023-07-22,cancelled,7867.6
5711,1199,2023-12-19,completed,2859.76
5674,1601,2023-09-27,cancelled,3528.64
5516,1047,2022-12-11,completed,3576.13
4803,1668,2022-10-29,completed,3116.69
6209,1449,2023-11-05,processing,674.86
5362,1597,2023-02-28,completed,4194.74
6629,1759,2022-01-17,completed,5664.26
6659,1234,2023-10-20,completed,3591.75
4016,1146,2022-06-14,completed,1217.8
5199,1412,2022-07-25,completed,2176.1
5444,1099,2023-05-24,processing,2611.42
4249,1258,2022-07-17,completed,421.28
5295,1373,2022-03-02,completed,810.44
6731,1476,2023-07-26,processing,96.12
5005,1204,2023-12-07,processing,2203.88
6494,1663,2023-10-11,completed,5473.05
4541,1770,2023-10-23,processing,3639.15
4282,1756,2023-02-27,completed,1204.46
6060,1229,2023-11-02,processing,1383.3
6895,1193,2022-03-22,cancelled,319.95
4266,1038,2022-05-25,completed,330.2
4748,1029,2022-09-03,completed,1129.14
4194,1350,2023-02-10,cancelled,4155.86
5012,1271,2022-04-05,completed,4041.42
6423,1564,2022-06-28,cancelled,709.6
4557,1112,2022-12-03,processing,3211.53
5063,1515,2023-07-03,processing,5482.89
5705,1458,2022-05-20,cancelled,1734.2
6909,1288,2022-08-23,processing,1623.61
4979,1642,2023-06-22,completed,3235.03
4880,1357,2023-08-22,processing,1464.46
4957,1722,2022-05-12,completed,4604.65
5308,1562,2022-04-02,completed,2217.59
4199,1120,2022-11-12,cancelled,3349.82
4600,1779,2022-06-09,completed,320.6
5593,1579,2023-08-18,cancelled,950.55
6635,1385,2022-09-27,completed,2377.56
6738,1148,2023-03-31,completed,1286.6
6683,1867,2023-11-12,completed,1774.36
5841,1395,2023-09-09,completed,1397.25
4942,1834,2022-08-04,completed,4406.82
6019,1907,2022-07-29,completed,1468.39
4661,1564,2022-09-19,completed,5454.6
4834,9999,2022-02-06,processing,1532.9
4400,1615,2022-09-24,completed,802.35
5287,1503,2022-01-14,completed,3013.0
6831,1201,2023-04-15,processing,738.28
6139,1754,2023-06-11,processing,3257.28
5531,1388,2022-01-08,completed,4574.8
5569,1874,2026-03-31,completed,1254.84
6930,1549,2023-11-05,processing,1323.28
5924,1962,2022-05-02,completed,7417.95
6871,1358,2023-10-17,completed,0.0
4843,1753,2022-12-26,processing,1853.26
4226,1074,2023-10-26,completed,527.0
4154,1945,2023-06-27,completed,3799.25
6228,1332,2022-09-02,completed,7107.53
5798,1258,2022-08-23,cancelled,3157.78
6850,1991,2022-02-15,completed,0.0
5901,1102,2023-10-25,processing,1264.92
5155,1539,2023-09-08,completed,8287.44
5181,1204,2022-04-06,completed,0.0
4089,1254,2022-10-18,completed,1797.73
4008,1039,2022-03-31,completed,1267.4
5685,1949,2023-08-02,cancelled,5544.1
6231,1933,2022-04-04,cancelled,5080.76
6163,1827,2022-09-19,completed,620.83
5726,1032,2022-04-21,completed,671.0
4421,1465,2023-10-06,completed,3271.5
4363,1733,2023-02-03,completed,2699.44
6803,1248,2022-03-07,completed,4770.26
4347,1872,2023-12-26,completed,3736.1
6420,1205,2023-04-05,completed,33.02
4323,1044,2022-11-06,processing,3424.53
6123,1366,2022-05-25,completed,3190.5
5413,1615,2023-01-12,completed,1410.22
6439,1040,2023-01-26,completed,5736.88
4685,1363,2023-03-21,completed,971.47
4842,1856,2022-08-22,processing,5671.98
6535,1439,2023-04-10,completed,4505.91
4750,1247,2022-10-03,completed,3586.09
6878,1313,2023-02-05,cancelled,5981.99
