order_item_id,order_id,product_id,qty,unit_price,subtotal
13276,6736,3001,7,261.63,1831.41
6566,4516,3007,8,155.25,1242.0
5968,4315,3013,8,82.3,658.4
7671,4878,3042,8,66.49,531.92
6373,4456,3014,6,245.01,1470.06
5852,4279,3049,8,45.8,366.4
6156,4382,3002,1,296.0,296.0
6795,4593,3047,6,37.84,227.04
8823,5239,3015,7,183.8,1286.6
11485,6122,3041,4,125.74,502.96
8660,5186,3005,3,144.78,434.34
5771,4253,3022,1,243.94,243.94
10430,5772,3049,9,45.8,412.2
6747,4573,3002,10,296.0,2960.0
10366,5748,3049,2,45.8,91.6
11906,6266,3001,2,261.63,523.26
7426,4798,3023,8,246.35,1970.8
7343,4769,3012,1,253.48,253.48
8980,5292,3033,2,320.35,640.7
6801,4595,3005,4,144.78,579.12
9469,5452,3043,6,32.04,192.24
8008,4976,3048,2,154.34,308.68
10843,5912,3005,7,144.78,1013.46
5473,4160,3042,10,66.49,664.9
8407,5109,3039,10,201.46,2014.6
9365,5417,3024,4,267.45,1069.8
10892,5932,3033,1,320.35,320.35
6004,4328,3004,5,73.17,365.85
7613,4858,3041,8,125.74,1005.92
7987,4970,3046,2,88.69,177.38
7204,4724,3010,6,153.27,919.62
5161,4055,3015,6,183.8,1102.8
13424,6784,3045,1,134.96,134.96
13070,6665,3049,7,45.8,320.6
9622,5509,3036,9,165.35,1488.15
12469,6461,3049,3,45.8,137.4
8424,5114,3030,6,335.5,2013.0
5398,4133,3047,6,37.84,227.04
5554,4183,3024,1,267.45,267.45
11789,6229,3029,3,325.37,976.11
5397,4132,3006,10,310.7,3107.0
13382,6772,3039,5,201.46,1007.3
10479,5786,3024,5,267.45,1337.25
8537,5150,3049,9,45.8,412.2
7892,4944,3010,2,153.27,306.54
6479,4488,3012,5,253.48,1267.4
10425,5771,3026,2,305.79,611.58
13064,6663,3036,6,165.35,992.1
10001,5633,3026,10,305.79,3057.9
8403,5108,3021,8,104.44,835.52
5585,4195,3035,6,275.01,1650.06
13014,6644,3006,2,310.7,417.14
5330,4111,3007,3,155.25,465.75
5208,4071,3012,9,253.48,2281.32
8698,5198,3012,5,253.48,1267.4
11740,6211,3026,10,305.79,3057.9
8242,5058,3024,5,267.45,1337.25
7259,4744,3018,2,110.79,221.58
6195,4393,3030,1,335.5,335.5
10124,5673,3025,7,287.7,2013.9
11703,6198,3015,5,183.8,919.0
9334,5406,3001,6,261.63,1569.78
5174,4058,3018,7,110.79,775.53
8800,5230,3039,9,201.46,1813.14
12473,6461,3039,2,201.46,402.92
10660,5847,3005,7,144.78,1013.46
10899,5934,3017,4,210.24,840.96
7452,4806,3027,5,263.71,1318.55
13437,6789,3034,3,198.12,594.36
12822,6579,3011,8,297.43,2379.44
6188,4391,3050,7,237.22,1660.54
9204,5365,3005,3,144.78,434.34
12068,6322,3045,10,134.96,1349.6
11600,6161,3030,1,335.5,335.5
13748,6892,3020,6,63.68,382.08
11807,6235,3045,6,134.96,809.76
12322,6413,3025,10,287.7,2877.0
10709,5864,3029,4,325.37,1301.48
9604,5502,3044,5,179.33,896.65
11932,6274,3014,7,245.01,1715.07
8151,5025,3016,4,269.86,1079.44
10152,5683,3025,9,287.7,2589.3
11477,6120,3024,10,267.45,2674.5
11021,5977,3032,6,222.89,1337.34
6090,4361,3029,8,325.37,2602.96
9371,5419,3019,6,190.11,1140.66
7139,4703,3031,7,33.02,231.14
11456,6113,3024,10,267.45,2674.5
5706,4231,3010,9,153.27,1379.43
7825,4924,3011,6,297.43,1784.58
9193,5362,3013,3,82.3,246.9
11203,6036,3021,5,104.44,522.2
9409,5433,3020,5,63.68,318.4
8219,5050,3049,7,45.8,320.6
9191,5361,3005,3,144.78,434.34
5977,4318,3029,5,325.37,1626.85
7933,4956,3030,6,335.5,2013.0
10988,5968,3031,7,33.02,231.14
5267,4088,3020,4,63.68,254.72
5725,4238,3018,5,110.79,553.95
6599,4528,3004,7,73.17,512.19
6823,4602,3009,8,166.7,1333.6
7332,4766,3041,4,125.74,502.96
6129,4373,3022,5,243.94,1219.7
14068,6999,3033,7,320.35,2242.45
7875,4939,3025,6,287.7,1726.2
11634,6171,3018,4,110.79,443.16
6946,4641,3049,10,45.8,458.0
9410,5433,3007,3,155.25,465.75
6831,4604,3025,10,287.7,2877.0
11230,6044,3012,10,253.48,2534.8
6517,4499,3016,6,269.86,1619.16
6384,4459,3027,4,263.71,1054.84
6809,4598,3019,10,190.11,1901.1
12884,6599,3034,4,198.12,792.48
5046,4017,3049,9,45.8,412.2
10598,5827,3003,1,276.66,276.66
7539,4833,3008,1,106.65,106.65
6870,4616,3005,6,144.78,868.68
12701,6539,3039,2,201.46,402.92
11152,6018,3024,1,267.45,267.45
9451,5446,3027,4,263.71,1054.84
12357,6424,3012,8,253.48,2027.84
6682,4552,3028,7,94.59,662.13
12464,6459,3026,2,305.79,611.58
11066,5994,3012,4,253.48,1013.92
6360,4452,3012,9,253.48,2281.32
9654,5519,3014,6,245.01,1470.06
9518,5472,3043,10,32.04,320.4
10696,5859,3040,9,210.64,1895.76
6915,4630,3028,4,94.59,378.36
11230,6044,3012,0,253.48,2534.8
6260,4416,3011,9,297.43,2676.87
8339,5089,3036,9,165.35,1488.15
11178,6027,3015,1,183.8,183.8
13605,6849,3038,4,141.36,565.44
7097,4690,3012,4,253.48,1013.92
6642,4541,3032,9,222.89,2006.01
5576,4191,3001,4,261.63,1046.52
9152,5349,3030,7,335.5,2348.5
12739,6552,3037,7,337.43,2362.01
11166,6023,3042,2,66.49,132.98
6401,4463,3040,8,210.64,1685.12
7099,4690,3017,4,210.24,840.96
13724,6882,3034,6,198.12,1188.72
5878,4287,3030,5,335.5,1677.5
10992,5969,3008,9,106.65,959.85
6385,4459,3009,7,166.7,1166.9
8000,4974,3010,1,153.27,153.27
7525,4829,3043,9,32.04,288.36
7406,4788,3002,7,296.0,2072.0
5865,4282,3028,3,94.59,283.77
13195,6706,3048,5,154.34,771.7
11751,6214,3044,3,179.33,537.99
7297,4755,3028,1,94.59,94.59
13763,6897,3008,1,106.65,106.65
10313,5733,3045,8,134.96,1079.68
7761,4906,3006,4,310.7,1242.8
5078,4030,3043,3,32.04,96.12
9212,5368,3002,4,296.0,1184.0
12786,6566,3009,5,166.7,833.5
11740,6211,3026,10,305.79,3057.9
9728,5545,3049,5,45.8,229.0
6519,4499,3030,10,335.5,3355.0
8839,5244,3011,7,297.43,2082.01
13014,6644,3006,2,310.7,621.4
13760,6896,3030,5,335.5,1677.5
13062,6663,3041,4,125.74,502.96
12270,6396,3042,9,66.49,598.41
13733,6885,3035,1,275.01,275.01
13115,6679,3038,5,141.36,706.8
14032,6988,3028,2,94.59,189.18
13830,6919,3037,2,337.43,674.86
11735,6210,3040,10,210.64,2106.4
10240,5709,3044,7,179.33,1255.31
8412,5111,3021,7,104.44,731.08
10990,5968,3036,8,165.35,1322.8
8950,5282,3012,4,253.48,1013.92
11728,6207,3009,4,166.7,666.8
13165,6694,3004,8,73.17,585.36
5048,4019,3032,6,222.89,1337.34
9172,5356,3032,4,222.89,891.56
5535,4179,3035,1,275.01,275.01
8948,5282,3028,3,94.59,283.77
12472,6461,3040,10,210.64,2106.4
13779,6905,3002,9,296.0,2664.0
5556,4184,3049,7,45.8,320.6
10190,5695,3012,1,253.48,253.48
12413,6441,3038,7,141.36,989.52
7733,4896,3020,4,63.68,254.72
9516,5470,3012,2,253.48,506.96
10642,5840,3046,2,88.69,177.38
6282,4424,3019,3,190.11,570.33
7197,4722,3004,9,73.17,658.53
12049,6316,3004,7,73.17,512.19
13450,6795,3025,5,287.7,1438.5
11564,6149,3041,6,125.74,754.44
5641,4210,3020,8,63.68,509.44
12439,6449,3032,6,222.89,1337.34
13478,6804,3018,9,110.79,997.11
13008,6643,3004,9,73.17,658.53
13091,6671,3015,6,183.8,1102.8
10851,5914,3009,8,166.7,1333.6
7633,4866,3034,3,198.12,594.36
11264,6054,3009,1,166.7,166.7
5498,4168,3047,6,37.84,227.04
12576,6498,3024,4,267.45,1069.8
8690,5196,3047,2,37.84,75.68
7521,4827,3011,5,297.43,1487.15
5112,4040,3014,8,245.01,1960.08
9176,5356,3009,3,166.7,500.1
10916,5939,3013,6,82.3,493.8
12103,6336,3049,4,45.8,183.2
10070,5656,3017,4,210.24,840.96
5859,4281,3015,0,183.8,367.6
11370,6088,3025,6,287.7,1726.2
7459,4808,3008,1,106.65,106.65
11235,6045,3036,8,165.35,1322.8
6583,4522,3022,1,243.94,243.94
12753,6556,3049,6,45.8,274.8
5701,4230,3018,7,110.79,775.53
13358,6766,3022,1,243.94,243.94
11905,6265,3041,8,125.74,1005.92
8810,5235,3042,8,66.49,531.92
9214,5369,3048,3,154.34,463.02
9422,5437,3032,7,222.89,1560.23
8915,5270,3039,3,201.46,604.38
11962,6285,3036,2,165.35,330.7
7636,4867,3020,5,63.68,318.4
11032,5982,3024,2,267.45,534.9
6484,4490,3010,7,153.27,1072.89
9158,5351,3044,1,179.33,179.33
10505,5798,3022,4,243.94,975.76
12041,6312,3018,9,110.79,997.11
7714,4890,3005,3,144.78,434.34
6100,4364,3017,8,210.24,1681.92
10018,5638,3041,2,125.74,251.48
10485,5788,3004,1,73.17,73.17
12891,6602,3023,3,246.35,739.05
10672,5850,3009,7,166.7,1166.9
9351,5411,3037,7,337.43,2362.01
9645,5516,3049,4,45.8,183.2
9324,5402,3015,2,183.8,367.6
12831,6582,3025,6,287.7,1726.2
12768,6560,3013,4,82.3,329.2
7827,4925,3039,4,201.46,805.84
11996,6297,3012,6,253.48,1520.88
12097,6334,3023,1,246.35,246.35
11658,6180,3046,5,88.69,443.45
8172,5030,3014,5,245.01,1225.05
11475,6119,3009,6,166.7,1000.2
8991,5296,3035,4,275.01,1100.04
8546,5153,3013,3,82.3,246.9
10206,5699,3006,1,310.7,310.7
5965,4314,3015,5,183.8,919.0
7861,4935,3033,9,320.35,2883.15
8605,5170,3044,10,179.33,1793.3
11980,6291,3019,5,190.11,950.55
13764,6898,3034,4,198.12,792.48
10082,5660,3024,10,267.45,2674.5
12069,6323,3030,3,335.5,1006.5
13182,6701,3016,9,269.86,2428.74
11842,6246,3001,9,261.63,2354.67
8281,5068,3047,0,37.84,151.36
12335,6417,3044,2,179.33,358.66
5390,4130,3050,5,237.22,1186.1
5387,4130,3001,5,261.63,1308.15
5846,4277,3018,1,110.79,110.79
8496,5139,3027,1,263.71,263.71
10639,5839,3024,6,267.45,1604.7
8747,5213,3004,5,73.17,365.85
11470,6118,3040,6,210.64,1263.84
5301,4099,3012,2,253.48,506.96
13563,6833,3049,2,45.8,91.6
9709,5540,3032,4,222.89,891.56
13175,6699,3035,8,275.01,2200.08
13414,6781,3008,1,106.65,106.65
11261,6053,3010,1,153.27,153.27
7431,4799,3035,1,275.01,275.01
10511,5799,3024,5,267.45,1337.25
13719,6881,3048,4,154.34,617.36
6257,4414,3046,9,88.69,798.21
12976,6632,3025,1,287.7,287.7
7018,4666,3012,9,253.48,2281.32
10353,5744,3011,1,297.43,297.43
6142,4376,3040,7,210.64,1474.48
11441,6109,3018,6,110.79,664.74
7149,4705,3050,7,237.22,1660.54
8100,5005,3008,6,106.65,639.9
5381,4128,3037,9,337.43,3036.87
11751,6214,3044,3,179.33,537.99
6174,4387,3028,8,94.59,756.72
10618,5835,3026,3,99999.0,299997.0
6947,4641,3004,5,73.17,365.85
9126,5339,3048,7,154.34,1080.38
6732,4568,3049,9,45.8,412.2
12999,6640,3023,0,246.35,492.7
5282,4094,3001,8,261.63,2093.04
14029,6988,3027,6,263.71,1582.26
8207,5044,3023,8,246.35,1970.8
7582,4848,3027,5,263.71,1318.55
12176,6360,3026,3,305.79,917.37
9961,5622,3017,10,210.24,2102.4
8342,5091,3045,4,134.96,539.84
8844,5245,3050,3,237.22,711.66
10294,5727,3016,1,269.86,269.86
10531,5805,3005,8,144.78,1158.24
6490,4491,3025,2,287.7,575.4
8978,5292,3037,8,337.43,2699.44
11575,6153,3004,9,73.17,658.53
12937,6618,3041,8,125.74,1005.92
12273,6397,3022,1,243.94,243.94
10545,5809,3033,2,320.35,640.7
11186,6029,3030,6,335.5,2013.0
6557,4512,3027,9,263.71,2373.39
7992,4972,3007,9,155.25,1397.25
6833,4604,3049,7,45.8,320.6
12593,6503,3019,6,190.11,1140.66
9546,5481,3016,5,269.86,1349.3
5150,4051,3036,9,165.35,1488.15
8423,5114,3030,4,335.5,1342.0
12419,6443,3026,9,305.79,2752.11
10323,5735,3038,4,141.36,565.44
12028,6307,3005,10,144.78,1447.8
11041,5986,3011,7,297.43,2082.01
11660,6180,3014,3,245.01,735.03
7725,4893,3049,1,45.8,45.8
6965,4646,3018,8,110.79,886.32
9436,5442,3006,1,310.7,310.7
7427,4798,3040,10,210.64,2106.4
8069,4996,3012,1,253.48,253.48
8056,4991,3016,9,269.86,2428.74
8196,5039,3032,8,222.89,1783.12
11315,6071,3038,10,141.36,1413.6
9222,5371,3050,1,237.22,237.22
9549,5483,3018,6,110.79,664.74
12309,6408,3010,7,153.27,1072.89
7835,4926,3037,9,337.43,3036.87
7152,4707,3033,8,320.35,2562.8
12223,6381,3028,2,94.59,189.18
11866,6254,3007,10,155.25,1552.5
13875,6934,3028,8,94.59,756.72
9360,5415,3029,10,325.37,3253.7
8711,5204,3029,3,325.37,976.11
12698,6539,3044,8,179.33,1434.64
9254,5380,3039,2,201.46,402.92
6214,4400,3024,3,267.45,802.35
7502,4823,3021,8,104.44,835.52
13616,6851,3004,5,73.17,365.85
8651,5184,3031,8,33.02,264.16
6750,4574,3043,1,32.04,32.04
11589,6158,3049,7,45.8,320.6
13347,6761,3050,6,237.22,1423.32
5766,4251,3017,5,210.24,1051.2
7855,4933,3012,8,253.48,2027.84
5300,4099,3035,1,275.01,275.01
6505,4495,3001,1,261.63,261.63
7696,4886,3041,2,125.74,251.48
5327,4109,3016,3,269.86,809.58
7006,4662,3046,6,88.69,532.14
9157,5350,3027,2,263.71,527.42
13221,6716,3004,5,73.17,365.85
5732,4240,3006,3,310.7,932.1
5167,4056,3029,1,325.37,325.37
10828,5907,3049,10,45.8,458.0
11612,6164,3027,5,263.71,1318.55
11892,6262,3006,2,310.7,621.4
9668,5526,3048,2,154.34,308.68
7787,4913,3025,8,287.7,2301.6
7011,4665,3027,2,263.71,527.42
6089,4361,3021,7,104.44,731.08
13660,6863,3038,10,141.36,1041.46
11310,6070,3019,8,190.11,1520.88
13190,6705,3043,3,32.04,96.12
7753,4904,3032,6,222.89,1337.34
9117,5337,3035,1,275.01,275.01
10853,5916,3033,2,320.35,640.7
11956,6283,3010,2,153.27,306.54
5297,4099,3032,4,222.89,891.56
12717,6545,3012,8,253.48,2027.84
7178,4713,3015,7,183.8,1286.6
13071,6665,3011,6,297.43,1784.58
9682,5532,3010,7,153.27,1072.89
8597,5169,3039,10,201.46,2014.6
12113,6340,3040,3,210.64,631.92
11252,6051,3044,8,179.33,1434.64
10030,5643,3025,9,287.7,2589.3
11009,5974,3010,6,153.27,919.62
11727,6207,3033,7,320.35,2242.45
11456,6113,3024,10,267.45,2674.5
10635,5838,3012,7,253.48,1774.36
11534,6140,3050,8,237.22,1897.76
5459,4155,3018,1,-372.7,-372.7
12224,6382,3033,9,320.35,2883.15
10914,5939,3046,5,88.69,443.45
7129,4699,3007,3,155.25,465.75
8181,5034,3037,9,337.43,3036.87
7347,4771,3023,10,246.35,2463.5
8661,5187,3038,3,141.36,424.08
8110,5010,3021,7,104.44,731.08
12502,6469,3016,10,269.86,2698.6
5474,4160,3011,6,297.43,1784.58
13518,6818,3031,7,33.02,231.14
6168,4385,3028,4,94.59,378.36
9213,5369,3039,4,201.46,805.84
5305,4100,3032,4,222.89,891.56
6751,4574,3044,5,179.33,896.65
13599,6846,3042,4,66.49,265.96
7189,4719,3009,4,166.7,666.8
5923,4299,3013,8,82.3,658.4
5910,4296,3009,6,166.7,1000.2
12160,6355,3023,10,246.35,2463.5
11224,6042,3004,2,73.17,146.34
7416,4793,3030,10,335.5,3355.0
10197,5697,3023,3,246.35,739.05
10434,5773,3010,2,153.27,306.54
8251,5059,3016,7,269.86,1889.02
10489,5790,3020,7,63.68,445.76
10127,5674,3028,8,94.59,756.72
10218,5701,3039,2,201.46,402.92
12099,6335,3022,1,243.94,243.94
6871,4617,3032,2,222.89,445.78
9832,5581,3022,7,243.94,1707.58
5667,4219,3021,8,104.44,835.52
5539,4180,3039,10,201.46,2014.6
7466,4810,3046,10,88.69,886.9
5967,4315,3033,7,320.35,2242.45
13030,6650,3045,1,134.96,134.96
6629,4536,3034,10,198.12,1981.2
7157,4708,3011,4,297.43,1645.87
5457,4154,3002,6,296.0,1776.0
12188,6365,3045,8,134.96,1079.68
6345,4447,3045,7,134.96,944.72
8629,5178,3023,6,246.35,1478.1
8016,4979,3027,7,263.71,1845.97
5186,4062,3017,9,210.24,1892.16
10433,5772,3047,1,37.84,37.84
11711,6201,3025,10,287.7,2877.0
11429,6105,3013,8,82.3,658.4
6988,4656,3003,9,276.66,2489.94
9728,5545,3049,5,45.8,229.0
9394,5427,3037,5,337.43,1687.15
9582,5494,3016,1,269.86,269.86
7423,4797,3020,1,63.68,63.68
10541,5807,3015,5,183.8,919.0
13039,6653,3014,9,245.01,2205.09
9947,5617,3013,8,82.3,658.4
10506,5798,3028,6,94.59,567.54
13395,6776,3027,6,263.71,1582.26
9341,5408,3018,8,110.79,886.32
7660,4875,3029,1,325.37,325.37
8130,5018,3022,2,243.94,487.88
9806,5574,3027,9,263.71,2373.39
11739,6211,3050,4,237.22,948.88
5385,4129,3001,1,261.63,261.63
8773,5221,3005,2,144.78,289.56
10177,5689,3016,1,269.86,269.86
5087,4032,3041,5,125.74,628.7
8962,5286,3014,7,245.01,1715.07
9750,5552,3041,8,125.74,1005.92
10971,5962,3032,3,222.89,668.67
7577,4847,3041,2,125.74,251.48
8228,5054,3015,2,183.8,367.6
8332,5088,3030,10,335.5,3355.0
8344,5092,3036,5,165.35,826.75
10042,5646,3025,10,287.7,2877.0
10886,5931,3010,5,153.27,766.35
8728,5208,3007,9,155.25,1397.25
10231,5705,3016,4,269.86,1079.44
7986,4970,3024,9,267.45,2407.05
6788,4589,3049,4,45.8,183.2
9004,5301,3030,5,335.5,1677.5
10350,5744,3035,3,275.01,825.03
6470,4485,3018,4,110.79,443.16
10172,5688,3036,5,165.35,826.75
9528,5474,3002,6,296.0,1776.0
10090,5663,3034,2,198.12,396.24
7081,4685,3008,4,106.65,426.6
13670,6866,3046,5,88.69,443.45
12777,6563,3003,6,276.66,1659.96
7642,4870,3004,2,73.17,146.34
10732,5869,3025,2,287.7,575.4
6116,4369,3002,8,296.0,2368.0
10009,5635,3035,5,275.01,1375.05
7623,4861,3033,6,320.35,1922.1
10001,5633,3026,10,305.79,3057.9
12883,6599,3040,7,210.64,1474.48
6319,4437,3020,10,63.68,636.8
7822,4923,3024,6,267.45,1604.7
5743,4244,3019,8,190.11,1520.88
10272,5721,3024,7,267.45,1872.15
8622,5176,3022,6,243.94,1463.64
10976,5965,3016,6,269.86,1619.16
9259,5382,3027,4,263.71,1054.84
8039,4987,3005,10,144.78,1447.8
8433,5118,3041,2,125.74,251.48
13142,6688,3035,2,275.01,550.02
11237,6046,3010,2,153.27,306.54
10702,5862,3005,8,144.78,1158.24
13596,6845,3002,9,296.0,2664.0
8381,5103,3021,3,104.44,313.32
7441,4804,3050,10,237.22,2372.2
10191,5695,3003,5,276.66,1383.3
5586,4196,3034,5,198.12,990.6
8345,5092,3006,4,310.7,1242.8
11158,6021,3015,8,183.8,1470.4
12544,6486,3019,8,190.11,1520.88
13468,6801,3035,1,275.01,275.01
7715,4891,3037,4,337.43,1349.72
9531,5475,3040,8,210.64,1685.12
5756,4248,3007,9,155.25,1397.25
7408,4789,3046,9,88.69,798.21
11427,6104,3002,6,296.0,1776.0
11867,6255,3006,9,310.7,2796.3
9973,5624,3043,9,32.04,288.36
12572,6497,3022,3,243.94,731.82
5091,4033,3042,2,66.49,132.98
13344,6759,3048,6,154.34,926.04
11435,6107,3002,2,296.0,592.0
10026,5641,3002,10,296.0,2960.0
8604,5170,3024,10,267.45,2674.5
11076,5997,3035,7,275.01,1925.07
9148,5348,3003,8,276.66,2213.28
10094,5664,3001,5,261.63,1308.15
13264,6732,3017,4,210.24,840.96
9481,5458,3038,10,141.36,1413.6
5353,4118,3008,2,106.65,213.3
7601,4854,3028,10,94.59,945.9
11976,6290,3041,1,125.74,125.74
8396,5106,3014,5,245.01,1225.05
12034,6309,3012,3,253.48,760.44
6216,4402,3008,4,106.65,426.6
8691,5196,3022,2,243.94,487.88
5237,4078,3026,2,305.79,611.58
10765,5880,3040,10,210.64,2106.4
10055,5652,3012,9,253.48,2281.32
8718,5206,3039,3,201.46,604.38
5085,4032,3003,6,276.66,1659.96
12630,6514,3013,6,82.3,493.8
11369,6088,3045,7,134.96,944.72
13050,6659,3014,3,245.01,735.03
13121,6681,3030,3,335.5,1006.5
13930,6952,3050,10,237.22,2372.2
12892,6602,3042,2,66.49,132.98
13497,6811,3013,4,82.3,329.2
5470,4158,3042,3,66.49,199.47
5146,4050,3040,5,210.64,1053.2
10903,5935,3043,1,32.04,32.04
9887,5599,3045,1,134.96,134.96
6081,4358,3020,10,63.68,636.8
5380,4127,3027,7,263.71,1845.97
9728,5545,3049,5,45.8,229.0
7228,4733,3035,4,275.01,1100.04
10274,5721,3005,6,144.78,868.68
12823,6579,3027,8,263.71,2109.68
13099,6673,3038,4,141.36,565.44
13488,6809,3045,9,134.96,1214.64
10883,5929,3020,10,63.68,636.8
8767,5219,3027,1,263.71,263.71
11179,6027,3009,1,166.7,166.7
11694,6196,3032,3,222.89,668.67
8779,5223,3037,5,337.43,1687.15
13541,6826,3023,8,246.35,1970.8
5970,4315,3039,9,201.46,1813.14
10315,5733,3004,5,73.17,365.85
9974,5625,3011,2,297.43,594.86
6271,4421,3022,1,243.94,243.94
11184,6029,3005,2,144.78,289.56
6966,4647,3006,2,310.7,621.4
11085,6000,3003,10,276.66,2766.6
12609,6507,3024,4,267.45,1069.8
9433,5441,3043,10,32.04,320.4
8699,5199,3042,2,66.49,132.98
5286,4095,3024,4,267.45,1069.8
5285,4095,3001,9,261.63,2354.67
6039,4343,3033,10,320.35,3203.5
5378,4127,3021,9,104.44,939.96
